id,No., POKÉMON,FORM, Type 1,Type 2,BST,HP,ATK,DEF,SPATK,SPDEF,SPD,BASE EXP,EXP TYPE,EGG GROUP 1,EGG GROUP 2,PHASE,EVO LVL,EVO 1,EVO 2,EVO 3,EVO 4,EVO 5,EVO 6,EVO 7,EVO 8,Merged Doc ID - scr_dex_2,Merged Doc URL - scr_dex_2,Link to merged Doc - scr_dex_2,Document Merge Status - scr_dex_2,Merged Doc ID - Job (_1559084822295_UPGRADE),Merged Doc URL - Job (_1559084822295_UPGRADE),Link to merged Doc - Job (_1559084822295_UPGRADE),Document Merge Status - Job (_1559084822295_UPGRADE),Merged Doc ID - scr_dex (Run),Merged Doc URL - scr_dex (Run),Link to merged Doc - scr_dex (Run),Document Merge Status - scr_dex (Run)
284,201,UNOWN,L,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1YEsxWEsHb44nPd8-Lw7-p4LAWx7znAFSBsSy664su-Y,https://docs.google.com/document/d/1YEsxWEsHb44nPd8-Lw7-p4LAWx7znAFSBsSy664su-Y/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:31 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
285,201,UNOWN,M,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1zQ38YkDD3SXYU32bg-sLsQbzqHxeyy4oMtgPDOTFjeA,https://docs.google.com/document/d/1zQ38YkDD3SXYU32bg-sLsQbzqHxeyy4oMtgPDOTFjeA/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:31 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
286,201,UNOWN,N,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1XmgzaYyEoh3-Vz-SJ_OLC0XNcfHGKxqKmx_nZEkJFlA,https://docs.google.com/document/d/1XmgzaYyEoh3-Vz-SJ_OLC0XNcfHGKxqKmx_nZEkJFlA/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:31 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
287,201,UNOWN,O,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1BmSFjyvRXIjv-iijrkFEXd4JIi3z62ofYOMTCDnswf8,https://docs.google.com/document/d/1BmSFjyvRXIjv-iijrkFEXd4JIi3z62ofYOMTCDnswf8/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:31 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
288,201,UNOWN,P,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1KRXsxvcNf1_Eovy5KpnR05nEu32pYKPGtaDB_JDe53M,https://docs.google.com/document/d/1KRXsxvcNf1_Eovy5KpnR05nEu32pYKPGtaDB_JDe53M/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:31 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
289,201,UNOWN,Q,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1jWskXlHeFm2kaTYYnqnVZJU2ORog9mnVlICLJ5GV29w,https://docs.google.com/document/d/1jWskXlHeFm2kaTYYnqnVZJU2ORog9mnVlICLJ5GV29w/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:31 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
290,201,UNOWN,R,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1ZKEjwO22W2X-2n7jPfiT0xvRk8TdCSLJ09hquUi3_xg,https://docs.google.com/document/d/1ZKEjwO22W2X-2n7jPfiT0xvRk8TdCSLJ09hquUi3_xg/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:31 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
291,201,UNOWN,S,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1PynGUQolalofPBFEKzPrSfwYIptkfhLOb0xA6Vnu7G8,https://docs.google.com/document/d/1PynGUQolalofPBFEKzPrSfwYIptkfhLOb0xA6Vnu7G8/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:32 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
292,201,UNOWN,T,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1IqFFmZC61gSFPy-DfVh_Dl5dV679e586W6Puzk-DRHk,https://docs.google.com/document/d/1IqFFmZC61gSFPy-DfVh_Dl5dV679e586W6Puzk-DRHk/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:32 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
293,201,UNOWN,U,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1BifYMDyfPF1SQUciv_p9z1Z3QuPYS474GsSSRBMjp5I,https://docs.google.com/document/d/1BifYMDyfPF1SQUciv_p9z1Z3QuPYS474GsSSRBMjp5I/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:32 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
294,201,UNOWN,V,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),15ytpMIq1BPii28TbKQ8GyjN8Q3ZrpjwLp4G4aCbmkfQ,https://docs.google.com/document/d/15ytpMIq1BPii28TbKQ8GyjN8Q3ZrpjwLp4G4aCbmkfQ/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:32 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
295,201,UNOWN,W,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1zh9IUt0T2hE4Dh5G1HqVD_g86tybV5Rum8LO3ij_tpk,https://docs.google.com/document/d/1zh9IUt0T2hE4Dh5G1HqVD_g86tybV5Rum8LO3ij_tpk/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:32 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
296,201,UNOWN,X,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1bEfGD7W0k_ZPECLn2Be6oh3dnbbFQKH9AzUY_NU1ZXs,https://docs.google.com/document/d/1bEfGD7W0k_ZPECLn2Be6oh3dnbbFQKH9AzUY_NU1ZXs/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:32 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
297,201,UNOWN,Y,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1VdP3n0_MaT6iFP2IXNas8hxDVXPQPVCJXJuD_gopWLY,https://docs.google.com/document/d/1VdP3n0_MaT6iFP2IXNas8hxDVXPQPVCJXJuD_gopWLY/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:32 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
298,201,UNOWN,Z,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1cspFfofrGU3BJpVIb6_XdnK-rJwp0BRVEwEpD0qOVHU,https://docs.google.com/document/d/1cspFfofrGU3BJpVIb6_XdnK-rJwp0BRVEwEpD0qOVHU/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:32 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
299,201,UNOWN,!,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1UpiUrkBhuOlO3wCGYIhS03XbiyF5pAN67eM7O3hrQLI,https://docs.google.com/document/d/1UpiUrkBhuOlO3wCGYIhS03XbiyF5pAN67eM7O3hrQLI/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:32 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
300,201,UNOWN,?,Psychic,,336,48,72,48,72,48,48,118,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1fQT5ag9pZrvERbyCbxkcUU0duUu4UEtm5l4boxEd-rY,https://docs.google.com/document/d/1fQT5ag9pZrvERbyCbxkcUU0duUu4UEtm5l4boxEd-rY/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:32 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
301,202,WOBBUFFET,FEMALE,Psychic,,405,190,33,58,33,58,33,142,,Amorphous,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1RXD4gl6zVG6BRBfQl7EF6Gw5-1gDM71T82AC_aaGJzk,https://docs.google.com/document/d/1RXD4gl6zVG6BRBfQl7EF6Gw5-1gDM71T82AC_aaGJzk/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:32 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
302,202,WOBBUFFET,MALE,Psychic,,405,190,33,58,33,58,33,142,,Amorphous,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1S53OTjhpRV2UsXDEb9qy9qLp7Ee3l8ut_tG5sjWj2rM,https://docs.google.com/document/d/1S53OTjhpRV2UsXDEb9qy9qLp7Ee3l8ut_tG5sjWj2rM/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:32 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
303,203,GIRAFARIG,FEMALE,Normal,Psychic,455,70,80,65,90,65,85,159,,Field,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1fWj1JRDd8AHkRA10544_-5m4YFWOkMCrBaCkXSpAvto,https://docs.google.com/document/d/1fWj1JRDd8AHkRA10544_-5m4YFWOkMCrBaCkXSpAvto/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:32 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
304,203,GIRAFARIG,MALE,Normal,Psychic,455,70,80,65,90,65,85,159,,Field,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1-id-7pclJLqRQEujRQBht8Nk0gc8kcAQLUx_uARA7yU,https://docs.google.com/document/d/1-id-7pclJLqRQEujRQBht8Nk0gc8kcAQLUx_uARA7yU/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:33 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
305,204,PINECO,,Bug,,290,50,65,90,35,35,15,58,,Bug,,1,31,FORRETRESS,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1PH7YSEt7m8FyiLT1UqEE5hcf4iQtR4Pbni0hZWQjvcs,https://docs.google.com/document/d/1PH7YSEt7m8FyiLT1UqEE5hcf4iQtR4Pbni0hZWQjvcs/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:33 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
306,205,FORRETRESS,,Bug,Steel,465,75,90,140,60,60,40,163,,Bug,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1Cv_Ojjw0IwVO16WpKzhtSSqBLcN-rbF48eDjOC2EUOo,https://docs.google.com/document/d/1Cv_Ojjw0IwVO16WpKzhtSSqBLcN-rbF48eDjOC2EUOo/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:33 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
307,206,DUNSPARCE,,Normal,,415,100,70,70,65,65,45,145,,Field,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1pBS3YNy9kIODfFwwuoJK_SepUoSrbgx0yu-JGeYdVLY,https://docs.google.com/document/d/1pBS3YNy9kIODfFwwuoJK_SepUoSrbgx0yu-JGeYdVLY/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:33 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
308,207,GLIGAR,FEMALE,Ground,Flying,430,65,75,105,35,65,85,86,,Bug,,1,Level with Razor Fang at Night,GLISCOR,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1XC1vh9hZLPP3nR5i0Q31-7smlY8o6U-kKshO3DIFWSc,https://docs.google.com/document/d/1XC1vh9hZLPP3nR5i0Q31-7smlY8o6U-kKshO3DIFWSc/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:33 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
309,207,GLIGAR,MALE,Ground,Flying,430,65,75,105,35,65,85,86,,Bug,,1,Level with Razor Fang at Night,GLISCOR,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1Og-yC4AS6eG6Bhftjyn38vAXZNZp2BBfmQARsJOf82c,https://docs.google.com/document/d/1Og-yC4AS6eG6Bhftjyn38vAXZNZp2BBfmQARsJOf82c/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:33 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
310,208,STEELIX,FEMALE,Steel,Ground,510,75,85,200,55,65,30,179,,Mineral,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1gPRMqsAj8juGXZdNMYXOxoEWRyGeMhQS8WAphKR3dHQ,https://docs.google.com/document/d/1gPRMqsAj8juGXZdNMYXOxoEWRyGeMhQS8WAphKR3dHQ/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:33 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
311,208,STEELIX,MALE,Steel,Ground,510,75,85,200,55,65,30,179,,Mineral,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1qbBIAJ9Vw8XkMHEepiiVVXueB6kd-vkWbVsUpV-41Jk,https://docs.google.com/document/d/1qbBIAJ9Vw8XkMHEepiiVVXueB6kd-vkWbVsUpV-41Jk/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:33 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
312,208,STEELIX,MEGA,Steel,Ground,610,75,125,230,55,95,30,214,,Mineral,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1Be5sAoxsscI-NL6_Jhj5FQpzqRa2JAoNRuL1PmR4dBg,https://docs.google.com/document/d/1Be5sAoxsscI-NL6_Jhj5FQpzqRa2JAoNRuL1PmR4dBg/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:33 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
313,209,SNUBBULL,,Fairy,,300,60,80,50,40,40,30,60,,Fairy,Field,1,23,GRANBULL,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),16cMF4JJLr3KvokaZC09gAwZSBcrCbW-MwEyUkFbAC0g,https://docs.google.com/document/d/16cMF4JJLr3KvokaZC09gAwZSBcrCbW-MwEyUkFbAC0g/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:33 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
314,210,GRANBULL,,Fairy,,450,90,120,75,60,60,45,158,,Fairy,Field,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:16 GMT-0400 (EDT),1sdXMk90yHy3riP-5_YsltLVewrhrJxvCkbS1Fxp2i8E,https://docs.google.com/document/d/1sdXMk90yHy3riP-5_YsltLVewrhrJxvCkbS1Fxp2i8E/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:33 PM,181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM,https://docs.google.com/document/d/181nvN9p0dFCF3fG1cHKF9rf-wMxlGfoLZjBj8o4hZTM/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:30 PM
